title,number,link,category
Pattern Making,5,https://www.freelancer.com/jobs/pattern-making/,"Design, Media & Architecture "
Photo Anywhere,9,https://www.freelancer.com/jobs/photo-anywhere/,"Design, Media & Architecture "
Photo Editing,145,https://www.freelancer.com/jobs/photo-editing/,"Design, Media & Architecture "
Photo Restoration,1,https://www.freelancer.com/jobs/photo-restoration/,"Design, Media & Architecture "
Photo Retouching,9,https://www.freelancer.com/jobs/photo-retouching/,"Design, Media & Architecture "
Photography,66,https://www.freelancer.com/jobs/photography/,"Design, Media & Architecture "
Photoshop,1040,https://www.freelancer.com/jobs/photoshop/,"Design, Media & Architecture "
Photoshop Design,265,https://www.freelancer.com/jobs/photoshop-design/,"Design, Media & Architecture "
Post-Production,2,https://www.freelancer.com/jobs/post-production/,"Design, Media & Architecture "
Poster Design,20,https://www.freelancer.com/jobs/poster-design/,"Design, Media & Architecture "
Pre-production,1,https://www.freelancer.com/jobs/pre-production/,"Design, Media & Architecture "
Presentations,38,https://www.freelancer.com/jobs/presentations/,"Design, Media & Architecture "
Prezi,5,https://www.freelancer.com/jobs/prezi/,"Design, Media & Architecture "
Print,2,https://www.freelancer.com/jobs/print/,"Design, Media & Architecture "
Product Photography,21,https://www.freelancer.com/jobs/product-photography/,"Design, Media & Architecture "
Prototype Design,0,https://www.freelancer.com/jobs/prototype-design/,"Design, Media & Architecture "
PSD to HTML,33,https://www.freelancer.com/jobs/psd-to-html/,"Design, Media & Architecture "
PSD2CMS,1,https://www.freelancer.com/jobs/psd-cms/,"Design, Media & Architecture "
QuarkXPress,0,https://www.freelancer.com/jobs/quarkxpress/,"Design, Media & Architecture "
RWD,0,https://www.freelancer.com/jobs/responsive-web-design/,"Design, Media & Architecture "
Shopify Templates,109,https://www.freelancer.com/jobs/shopify/,"Design, Media & Architecture "
Sign Design,0,https://www.freelancer.com/jobs/sign-design/,"Design, Media & Architecture "
Sketch,2,https://www.freelancer.com/jobs/sketch/,"Design, Media & Architecture "
SketchUp,12,https://www.freelancer.com/jobs/google-sketchup/,"Design, Media & Architecture "
Sound Design,38,https://www.freelancer.com/jobs/sound-design/,"Design, Media & Architecture "
Sound Engineering,7,https://www.freelancer.com/jobs/sound-engineering/,"Design, Media & Architecture "
Stationery Design,5,https://www.freelancer.com/jobs/stationery-design/,"Design, Media & Architecture "
Sticker Design,0,https://www.freelancer.com/jobs/sticker-design/,"Design, Media & Architecture "
Storyboard,2,https://www.freelancer.com/jobs/storyboard/,"Design, Media & Architecture "
T-Shirts,25,https://www.freelancer.com/jobs/tshirts/,"Design, Media & Architecture "
Tattoo Design,3,https://www.freelancer.com/jobs/tattoo-design/,"Design, Media & Architecture "
Tekla Structures,1,https://www.freelancer.com/jobs/tekla-structures/,"Design, Media & Architecture "
Templates,2,https://www.freelancer.com/jobs/templates/,"Design, Media & Architecture "
Textile Design,3,https://www.freelancer.com/jobs/textile-design/,"Design, Media & Architecture "
Typography,4,https://www.freelancer.com/jobs/typography/,"Design, Media & Architecture "
Urban Design,1,https://www.freelancer.com/jobs/urban-design/,"Design, Media & Architecture "
User Experience Design,58,https://www.freelancer.com/jobs/user-experience-design/,"Design, Media & Architecture "
User Interface Design,27,https://www.freelancer.com/jobs/ui-design/,"Design, Media & Architecture "
Vectorization,2,https://www.freelancer.com/jobs/vectorization/,"Design, Media & Architecture "
Vectorworks,0,https://www.freelancer.com/jobs/vectorworks/,"Design, Media & Architecture "
Vehicle Signage,0,https://www.freelancer.com/jobs/vehicle-signage/,"Design, Media & Architecture "
Video Broadcasting,19,https://www.freelancer.com/jobs/video-broadcasting/,"Design, Media & Architecture "
Video Editing,315,https://www.freelancer.com/jobs/video-editing/,"Design, Media & Architecture "
Video Post-editing,9,https://www.freelancer.com/jobs/video-post-editing/,"Design, Media & Architecture "
Video Production,222,https://www.freelancer.com/jobs/video-production/,"Design, Media & Architecture "
Video Services,374,https://www.freelancer.com/jobs/video-services/,"Design, Media & Architecture "
Video Tours,3,https://www.freelancer.com/jobs/video-tours/,"Design, Media & Architecture "
Videography,127,https://www.freelancer.com/jobs/videography/,"Design, Media & Architecture "
VideoScribe,2,https://www.freelancer.com/jobs/videoscribe/,"Design, Media & Architecture "
Visual Arts,5,https://www.freelancer.com/jobs/visual-arts/,"Design, Media & Architecture "
Voice Talent,115,https://www.freelancer.com/jobs/voice-talent/,"Design, Media & Architecture "
Website Design,2548,https://www.freelancer.com/jobs/website-design/,"Design, Media & Architecture "
Wireframes,4,https://www.freelancer.com/jobs/wireframes/,"Design, Media & Architecture "
Word,414,https://www.freelancer.com/jobs/word/,"Design, Media & Architecture "
Yahoo! Store Design,0,https://www.freelancer.com/jobs/yahoo-store-design/,"Design, Media & Architecture "
Zbrush,0,https://www.freelancer.com/jobs/zbrush/,"Design, Media & Architecture "
ABBYY FineReader,1,https://www.freelancer.com/jobs/abbyy-finereader/,Data Entry & Admin 
Academic Administration,2,https://www.freelancer.com/jobs/academic-administration/,Data Entry & Admin 
ANOVA,0,https://www.freelancer.com/jobs/anova/,Data Entry & Admin 
Article Submission,7,https://www.freelancer.com/jobs/article-submission/,Data Entry & Admin 
Bookkeeping,22,https://www.freelancer.com/jobs/bookkeeping/,Data Entry & Admin 
BPO,12,https://www.freelancer.com/jobs/bpo/,Data Entry & Admin 
Call Center,24,https://www.freelancer.com/jobs/call-center/,Data Entry & Admin 
Customer Service,64,https://www.freelancer.com/jobs/customer-service/,Data Entry & Admin 
Customer Support,86,https://www.freelancer.com/jobs/customer-support/,Data Entry & Admin 
Data Analytics,21,https://www.freelancer.com/jobs/data-analytics/,Data Entry & Admin 
Data Architecture,5,https://www.freelancer.com/jobs/data-architecture/,Data Entry & Admin 
Data Cleansing,2,https://www.freelancer.com/jobs/data-cleansing/,Data Entry & Admin 
Data Delivery,8,https://www.freelancer.com/jobs/data-delivery/,Data Entry & Admin 
Data Entry,873,https://www.freelancer.com/jobs/data-entry/,Data Entry & Admin 
Data Extraction,40,https://www.freelancer.com/jobs/data-extraction/,Data Entry & Admin 
Data Processing,319,https://www.freelancer.com/jobs/data-processing/,Data Entry & Admin 
Data Scraping,24,https://www.freelancer.com/jobs/data-scraping/,Data Entry & Admin 
Database Design,7,https://www.freelancer.com/jobs/database-design/,Data Entry & Admin 
Desktop Support,2,https://www.freelancer.com/jobs/desktop-support/,Data Entry & Admin 
Email Handling,39,https://www.freelancer.com/jobs/email-handling/,Data Entry & Admin 
ePub,1,https://www.freelancer.com/jobs/epub/,Data Entry & Admin 
Excel,707,https://www.freelancer.com/jobs/excel/,Data Entry & Admin 
Excel Macros,13,https://www.freelancer.com/jobs/excel-macros/,Data Entry & Admin 
Excel VB Capabilities,1,https://www.freelancer.com/jobs/excel-vb-capabilities/,Data Entry & Admin 
Excel VBA,15,https://www.freelancer.com/jobs/excel-vba/,Data Entry & Admin 
General Office,20,https://www.freelancer.com/jobs/general-office/,Data Entry & Admin 
Helpdesk,0,https://www.freelancer.com/jobs/helpdesk/,Data Entry & Admin 
Infographic and Powerpoint Slide Designing,6,https://www.freelancer.com/jobs/infographic-and-powerpoint-slide-designing/,Data Entry & Admin 
Investment Research,5,https://www.freelancer.com/jobs/investment-research/,Data Entry & Admin 
LibreOffice,0,https://www.freelancer.com/jobs/libreoffice/,Data Entry & Admin 
Microsoft Office,58,https://www.freelancer.com/jobs/microsoft-office/,Data Entry & Admin 
Microsoft Outlook,5,https://www.freelancer.com/jobs/microsoft-outlook/,Data Entry & Admin 
Order Processing,0,https://www.freelancer.com/jobs/order-processing/,Data Entry & Admin 
Phone Support,8,https://www.freelancer.com/jobs/phone-support/,Data Entry & Admin 
PostgreSQL Administration,2,https://www.freelancer.com/jobs/postgresql-administration/,Data Entry & Admin 
Procurement,2,https://www.freelancer.com/jobs/procurement/,Data Entry & Admin 
Qlik,1,https://www.freelancer.com/jobs/qlik/,Data Entry & Admin 
Qualitative Research,2,https://www.freelancer.com/jobs/qualitative-research/,Data Entry & Admin 
qwerty,0,https://www.freelancer.com/jobs/qwertyqwertyqwerty/,Data Entry & Admin 
Relational Databases,3,https://www.freelancer.com/jobs/relational-databases/,Data Entry & Admin 
SAP Master Data Governance,0,https://www.freelancer.com/jobs/sap-master-data-governance/,Data Entry & Admin 
Software Documentation,3,https://www.freelancer.com/jobs/software-documentation/,Data Entry & Admin 
Technical Support,9,https://www.freelancer.com/jobs/technical-support/,Data Entry & Admin 
Telephone Handling,11,https://www.freelancer.com/jobs/telephone-handling/,Data Entry & Admin 
Time Management,3,https://www.freelancer.com/jobs/time-management/,Data Entry & Admin 
Transcription,82,https://www.freelancer.com/jobs/transcription/,Data Entry & Admin 
Video Upload,13,https://www.freelancer.com/jobs/video-upload/,Data Entry & Admin 
Virtual Assistant,162,https://www.freelancer.com/jobs/virtual-assistant/,Data Entry & Admin 
Web Search,162,https://www.freelancer.com/jobs/web-search/,Data Entry & Admin 
802.11,0,https://www.freelancer.com/jobs/802-11/,Engineering & Science 
A&P,0,https://www.freelancer.com/jobs/ap/,Engineering & Science 
A1 Assessor,0,https://www.freelancer.com/jobs/a1-assessor/,Engineering & Science 
AAUS Scientific Diver,0,https://www.freelancer.com/jobs/aaus-scientific-diver/,Engineering & Science 
ABC Analysis,0,https://www.freelancer.com/jobs/abc-analysis/,Engineering & Science 
AC Drives,0,https://www.freelancer.com/jobs/ac-drives/,Engineering & Science 
Accelerator Physics,0,https://www.freelancer.com/jobs/accelerator-physics/,Engineering & Science 
Acoustical Engineering,1,https://www.freelancer.com/jobs/acoustical-engineering/,Engineering & Science 
Aeronautical Engineering,2,https://www.freelancer.com/jobs/aeronautical-engineering/,Engineering & Science 
Aerospace Engineering,2,https://www.freelancer.com/jobs/aerospace-engineering/,Engineering & Science 
Agronomy,2,https://www.freelancer.com/jobs/agronomy/,Engineering & Science 
AI ,9,https://www.freelancer.com/jobs/ai-hw-sw/,Engineering & Science 
Aircraft Performance,0,https://www.freelancer.com/jobs/aircraft-performance/,Engineering & Science 
Aircraft Propulsion,0,https://www.freelancer.com/jobs/aircraft-propulsion/,Engineering & Science 
Aircraft Structures,0,https://www.freelancer.com/jobs/aircraft-structures/,Engineering & Science 
Aircraft Systems,0,https://www.freelancer.com/jobs/aircraft-systems/,Engineering & Science 
Airfield Lighting,0,https://www.freelancer.com/jobs/airfield-lighting/,Engineering & Science 
Airframe,0,https://www.freelancer.com/jobs/airframe/,Engineering & Science 
Airspace Management,0,https://www.freelancer.com/jobs/airspace-management/,Engineering & Science 
Alarm Management,0,https://www.freelancer.com/jobs/alarm-management/,Engineering & Science 
Alarm Systems,1,https://www.freelancer.com/jobs/alarm-systems/,Engineering & Science 
Alchemist,2,https://www.freelancer.com/jobs/alchemist/,Engineering & Science 
Algorithm,94,https://www.freelancer.com/jobs/algorithm/,Engineering & Science 
Analog,1,https://www.freelancer.com/jobs/analog/,Engineering & Science 
Analog / Mixed Signal / Digital,0,https://www.freelancer.com/jobs/analog-mixed-signal-digital/,Engineering & Science 
Anodizing,0,https://www.freelancer.com/jobs/anodizing/,Engineering & Science 
Anomaly Detection,2,https://www.freelancer.com/jobs/anomaly-detection/,Engineering & Science 
Anritsu Certified,0,https://www.freelancer.com/jobs/anritsu-certified/,Engineering & Science 
Antenna Design,1,https://www.freelancer.com/jobs/antenna-design/,Engineering & Science 
Anthropology,1,https://www.freelancer.com/jobs/anthropology/,Engineering & Science 
Apple Homekit,1,https://www.freelancer.com/jobs/apple-homekit/,Engineering & Science 
Apple MFI,0,https://www.freelancer.com/jobs/apple-mfi/,Engineering & Science 
Arduino,40,https://www.freelancer.com/jobs/arduino/,Engineering & Science 
ARM,2,https://www.freelancer.com/jobs/arm/,Engineering & Science 
ASIC,0,https://www.freelancer.com/jobs/asic/,Engineering & Science 
Astrophysics,3,https://www.freelancer.com/jobs/astrophysics/,Engineering & Science 
Audio Processing,10,https://www.freelancer.com/jobs/audio-processing/,Engineering & Science 
AutoCAD,174,https://www.freelancer.com/jobs/autocad/,Engineering & Science 
Automotive,8,https://www.freelancer.com/jobs/automotive/,Engineering & Science 
Bare Metal,0,https://www.freelancer.com/jobs/bare-metal/,Engineering & Science 
Battery Charging and Batteries,0,https://www.freelancer.com/jobs/battery-charging/,Engineering & Science 
BeagleBone Black,1,https://www.freelancer.com/jobs/beaglebone-black/,Engineering & Science 
Bill of Materials ,0,https://www.freelancer.com/jobs/bill-of-materials-analysis/,Engineering & Science 
Bill of Materials ,0,https://www.freelancer.com/jobs/bill-of-materials-evaluation/,Engineering & Science 
Bill of Materials ,0,https://www.freelancer.com/jobs/bill-of-materials-optimization/,Engineering & Science 
Biology,11,https://www.freelancer.com/jobs/biology/,Engineering & Science 
Biomedical Engineering,1,https://www.freelancer.com/jobs/biomedical-engineering/,Engineering & Science 
Biotechnology,6,https://www.freelancer.com/jobs/biotechnology/,Engineering & Science 
Bluetooth,0,https://www.freelancer.com/jobs/bluetooth/,Engineering & Science 
Bluetooth Module,2,https://www.freelancer.com/jobs/bluetooth-module/,Engineering & Science 
Board Support Package ,0,https://www.freelancer.com/jobs/board-support-package/,Engineering & Science 
Broadcast Engineering,0,https://www.freelancer.com/jobs/broadcast-engineering/,Engineering & Science 
Building Engineering,2,https://www.freelancer.com/jobs/building-engineering/,Engineering & Science 
CAD/CAM,125,https://www.freelancer.com/jobs/cad-cam/,Engineering & Science 
Calculus,1,https://www.freelancer.com/jobs/calculus/,Engineering & Science 
CATIA,3,https://www.freelancer.com/jobs/catia/,Engineering & Science 
Cellular Design,0,https://www.freelancer.com/jobs/cellular-design/,Engineering & Science 
Cellular Modules,0,https://www.freelancer.com/jobs/cellular-modules/,Engineering & Science 
Cellular Service,0,https://www.freelancer.com/jobs/cellular-service/,Engineering & Science 
Chemical Engineering,36,https://www.freelancer.com/jobs/chemical-engineering/,Engineering & Science 
Circuit Board Layout,2,https://www.freelancer.com/jobs/circuit-board-layout/,Engineering & Science 
Circuit Design,40,https://www.freelancer.com/jobs/circuit-design/,Engineering & Science 
Civil Engineering,57,https://www.freelancer.com/jobs/civil-engineering/,Engineering & Science 
Clean Technology,0,https://www.freelancer.com/jobs/clean-technology/,Engineering & Science 
Climate Sciences,2,https://www.freelancer.com/jobs/climate-sciences/,Engineering & Science 
Cloud Service,1,https://www.freelancer.com/jobs/cloudservice/,Engineering & Science 
Combinatorial Optimization,0,https://www.freelancer.com/jobs/combinatorial-optimization/,Engineering & Science 
Combinatorial Problem Solving,0,https://www.freelancer.com/jobs/combinatorial-problem-solving/,Engineering & Science 
Compliance Engineering,0,https://www.freelancer.com/jobs/compliance-engineering/,Engineering & Science 
Component Engineering,0,https://www.freelancer.com/jobs/component-engineering/,Engineering & Science 
Computational Analysis,0,https://www.freelancer.com/jobs/computational-analysis/,Engineering & Science 
Computational Linguistics,1,https://www.freelancer.com/jobs/computational-linguistics/,Engineering & Science 
Construction Engineering,7,https://www.freelancer.com/jobs/construction-engineering/,Engineering & Science 
Construction Monitoring,1,https://www.freelancer.com/jobs/construction-monitoring/,Engineering & Science 
Consumer Products,2,https://www.freelancer.com/jobs/consumer-products/,Engineering & Science 
Continuous Integration,3,https://www.freelancer.com/jobs/continuous-integration/,Engineering & Science 
Control Engineering,1,https://www.freelancer.com/jobs/control-engineering/,Engineering & Science 
Control System Design,4,https://www.freelancer.com/jobs/control-system-design/,Engineering & Science 
Controller Area Network ,1,https://www.freelancer.com/jobs/controller-area-network/,Engineering & Science 
Cryptography,26,https://www.freelancer.com/jobs/cryptography/,Engineering & Science 
D0-178 Certification,0,https://www.freelancer.com/jobs/D0-178-certification/,Engineering & Science 
D0-254 Certification,0,https://www.freelancer.com/jobs/D0-254-certification/,Engineering & Science 
Data Mining,106,https://www.freelancer.com/jobs/data-mining/,Engineering & Science 
Data Science,33,https://www.freelancer.com/jobs/data-science/,Engineering & Science 
DDR3 ,1,https://www.freelancer.com/jobs/ddr3-pcie-board-design-fpga/,Engineering & Science 
Deep Learning,44,https://www.freelancer.com/jobs/deep-learning/,Engineering & Science 
DesignBuilder,1,https://www.freelancer.com/jobs/DesignBuilder/,Engineering & Science 
DevOps,34,https://www.freelancer.com/jobs/devops/,Engineering & Science 
DFM ,2,https://www.freelancer.com/jobs/design-for-manufacturing/,Engineering & Science 
Digital ASIC Coding,0,https://www.freelancer.com/jobs/digital-asic-coding/,Engineering & Science 
Digital Design,7,https://www.freelancer.com/jobs/digital-design/,Engineering & Science 
Digital Electronics,4,https://www.freelancer.com/jobs/digital-electronics/,Engineering & Science 
Digital Forensics,1,https://www.freelancer.com/jobs/digital-forensics/,Engineering & Science 
Digital Networking,3,https://www.freelancer.com/jobs/digital-networking/,Engineering & Science 
Drilling Engineering,0,https://www.freelancer.com/jobs/drilling-engineering/,Engineering & Science 
Drones,4,https://www.freelancer.com/jobs/drones/,Engineering & Science 
DSL/MODEMs,1,https://www.freelancer.com/jobs/dsl-modems/,Engineering & Science 
Edge Computing,0,https://www.freelancer.com/jobs/edge-computing/,Engineering & Science 
Electrical Engineering,123,https://www.freelancer.com/jobs/electrical-engineering/,Engineering & Science 
Electronic Design,8,https://www.freelancer.com/jobs/electronic-design/,Engineering & Science 
Electronics,130,https://www.freelancer.com/jobs/electronics/,Engineering & Science 
Embedded Systems,8,https://www.freelancer.com/jobs/embedded-systems/,Engineering & Science 
Encryption,6,https://www.freelancer.com/jobs/encryption/,Engineering & Science 
Energy,4,https://www.freelancer.com/jobs/energy/,Engineering & Science 
Energy Modelling,1,https://www.freelancer.com/jobs/energy-modelling/,Engineering & Science 
Engineering,190,https://www.freelancer.com/jobs/engineering/,Engineering & Science 
Engineering Drawing,4,https://www.freelancer.com/jobs/engineering-drawing/,Engineering & Science 
Engineering Mathematics,8,https://www.freelancer.com/jobs/engineering-mathematics/,Engineering & Science 
Environmental Engineering,3,https://www.freelancer.com/jobs/environmental-engineering/,Engineering & Science 
Estimation,2,https://www.freelancer.com/jobs/estimation/,Engineering & Science 
Finite Element Analysis,9,https://www.freelancer.com/jobs/finite-element-analysis/,Engineering & Science 
Flex Circuit Design,0,https://www.freelancer.com/jobs/flex-circuit-design/,Engineering & Science 
FPGA,5,https://www.freelancer.com/jobs/fpga/,Engineering & Science 
FPGA Coding,1,https://www.freelancer.com/jobs/fpga-coding/,Engineering & Science 
Genealogy,0,https://www.freelancer.com/jobs/genealogy/,Engineering & Science 
Genetic Algorithms,2,https://www.freelancer.com/jobs/genetic-algorithms/,Engineering & Science 
Genetic Engineering,1,https://www.freelancer.com/jobs/genetic-engineering/,Engineering & Science 
Geology,2,https://www.freelancer.com/jobs/geology/,Engineering & Science 
Geospatial,5,https://www.freelancer.com/jobs/geospatial/,Engineering & Science 
Geotechnical Engineering,2,https://www.freelancer.com/jobs/geotechnical-engineering/,Engineering & Science 
GPS,4,https://www.freelancer.com/jobs/gps/,Engineering & Science 
Graphical User Interface ,9,https://www.freelancer.com/jobs/gui/,Engineering & Science 
HALT/HASS Testing,1,https://www.freelancer.com/jobs/halt-hass-testing/,Engineering & Science 
Health,15,https://www.freelancer.com/jobs/health/,Engineering & Science 
Heat Load Calculation,0,https://www.freelancer.com/jobs/heat-load-calculation/,Engineering & Science 
Home Design,69,https://www.freelancer.com/jobs/home-design/,Engineering & Science 
Human Sciences,5,https://www.freelancer.com/jobs/human-sciences/,Engineering & Science 
HVAC,3,https://www.freelancer.com/jobs/hvac/,Engineering & Science 
HyperLynx,0,https://www.freelancer.com/jobs/hyperlynx/,Engineering & Science 
I2C,0,https://www.freelancer.com/jobs/i2c/,Engineering & Science 
Imaging,1,https://www.freelancer.com/jobs/imaging/,Engineering & Science 
IMX6,0,https://www.freelancer.com/jobs/imx6/,Engineering & Science 
Industrial Engineering,5,https://www.freelancer.com/jobs/industrial-engineering/,Engineering & Science 
Instrumentation,1,https://www.freelancer.com/jobs/instrumentation/,Engineering & Science 
Intercom,1,https://www.freelancer.com/jobs/intercom/,Engineering & Science 
Internet of Things ,14,https://www.freelancer.com/jobs/internet-of-things/,Engineering & Science 
Intrinsic Safety Applications,0,https://www.freelancer.com/jobs/intrinsic-safety-applications/,Engineering & Science 
IP Cores,0,https://www.freelancer.com/jobs/ip-cores/,Engineering & Science 
ISM Radio Module,0,https://www.freelancer.com/jobs/ism-radio-module/,Engineering & Science 
Linear Programming,1,https://www.freelancer.com/jobs/linear-programming/,Engineering & Science 
Local Interconnect Network ,0,https://www.freelancer.com/jobs/local-interconnect-network/,Engineering & Science 
LoRa,0,https://www.freelancer.com/jobs/lora/,Engineering & Science 
Machine Learning ,150,https://www.freelancer.com/jobs/machine-learning/,Engineering & Science 
Machine Vision / Video Analytics,1,https://www.freelancer.com/jobs/machine-vision-video-analytics/,Engineering & Science 
Manufacturing Design,20,https://www.freelancer.com/jobs/manufacturing-design/,Engineering & Science 
Manufacturing Engineering,3,https://www.freelancer.com/jobs/manufacturing-engineering/,Engineering & Science 
Marine Engineering,0,https://www.freelancer.com/jobs/marine-engineering/,Engineering & Science 
Materials Engineering,3,https://www.freelancer.com/jobs/materials-engineering/,Engineering & Science 
Mathematics,80,https://www.freelancer.com/jobs/mathematics/,Engineering & Science 
MATLAB,21,https://www.freelancer.com/jobs/matlab/,Engineering & Science 
Matlab and Mathematica,91,https://www.freelancer.com/jobs/matlab-mathematica/,Engineering & Science 
Mechanical Design,8,https://www.freelancer.com/jobs/mechanical-design/,Engineering & Science 
Mechanical Engineering,90,https://www.freelancer.com/jobs/mechanical-engineering/,Engineering & Science 
Mechatronics,4,https://www.freelancer.com/jobs/mechatronics/,Engineering & Science 
Medical,26,https://www.freelancer.com/jobs/medical/,Engineering & Science 
Medical Engineering,8,https://www.freelancer.com/jobs/medical-engineering/,Engineering & Science 
Medical Products,11,https://www.freelancer.com/jobs/medical-products/,Engineering & Science 
MEMs,0,https://www.freelancer.com/jobs/mems/,Engineering & Science 
Microbiology,2,https://www.freelancer.com/jobs/microbiology/,Engineering & Science 
Microcontroller,60,https://www.freelancer.com/jobs/microcontroller/,Engineering & Science 
Microstation,0,https://www.freelancer.com/jobs/microstation/,Engineering & Science 
Mining Engineering,2,https://www.freelancer.com/jobs/mining-engineering/,Engineering & Science 
Mixing Engineering,4,https://www.freelancer.com/jobs/mixing-engineering/,Engineering & Science 
Motor Control,1,https://www.freelancer.com/jobs/motor-control/,Engineering & Science 
MPSoC Design,0,https://www.freelancer.com/jobs/mpsoc-design/,Engineering & Science 
Nanotechnology,0,https://www.freelancer.com/jobs/nanotechology/,Engineering & Science 
Natural Language,12,https://www.freelancer.com/jobs/natural-language/,Engineering & Science 
Near Field Communication ,5,https://www.freelancer.com/jobs/near-field-communication/,Engineering & Science 
Neural Networks,8,https://www.freelancer.com/jobs/neural-networks/,Engineering & Science 
Optical Engineering,0,https://www.freelancer.com/jobs/optical-engineering/,Engineering & Science 
PCB Design and Layout,5,https://www.freelancer.com/jobs/pcb-design-and-layout/,Engineering & Science 
PCB Layout,39,https://www.freelancer.com/jobs/pcb-layout/,Engineering & Science 
PCI Express,0,https://www.freelancer.com/jobs/pci-express/,Engineering & Science 
Petroleum Engineering,3,https://www.freelancer.com/jobs/petroleum-engineering/,Engineering & Science 
Physics,14,https://www.freelancer.com/jobs/physics/,Engineering & Science 
PLC & SCADA,6,https://www.freelancer.com/jobs/plc-scada/,Engineering & Science 
Power Amplifier RF,0,https://www.freelancer.com/jobs/power-amplifier-rf/,Engineering & Science 
Power Converters,0,https://www.freelancer.com/jobs/power-converters/,Engineering & Science 
Power Generation,0,https://www.freelancer.com/jobs/power-generation/,Engineering & Science 
Power Redesign,0,https://www.freelancer.com/jobs/power-redesign/,Engineering & Science 
Power Supply,0,https://www.freelancer.com/jobs/power-supply/,Engineering & Science 
Product End of Life ,0,https://www.freelancer.com/jobs/product-end-of-life/,Engineering & Science 
Product Management,12,https://www.freelancer.com/jobs/product-management/,Engineering & Science 
Project Scheduling,7,https://www.freelancer.com/jobs/project-scheduling/,Engineering & Science 
Psychology,5,https://www.freelancer.com/jobs/psychology/,Engineering & Science 
Qi,0,https://www.freelancer.com/jobs/qi/,Engineering & Science 
Quality and Reliability Testing,12,https://www.freelancer.com/jobs/quality-and-reliability-testing/,Engineering & Science 
Quantum,0,https://www.freelancer.com/jobs/quantum/,Engineering & Science 
RADAR/LIDAR,2,https://www.freelancer.com/jobs/radar-lidar/,Engineering & Science 
Radio Frequency,0,https://www.freelancer.com/jobs/radio-frequency/,Engineering & Science 
Radio Frequency Engineering,1,https://www.freelancer.com/jobs/radio-frequency-engineering/,Engineering & Science 
Rapid Prototyping,2,https://www.freelancer.com/jobs/rapid-prototyping/,Engineering & Science 
Remote Sensing,0,https://www.freelancer.com/jobs/remote-sensing/,Engineering & Science 
Renewable Energy Design,1,https://www.freelancer.com/jobs/renewable-energy-design/,Engineering & Science 
Renewables,0,https://www.freelancer.com/jobs/renewables/,Engineering & Science 
Rezence,0,https://www.freelancer.com/jobs/rezence/,Engineering & Science 
RFID ,1,https://www.freelancer.com/jobs/rfid/,Engineering & Science 
Robotic Process Automation,10,https://www.freelancer.com/jobs/robotic-process-automation/,Engineering & Science 
Robotics,10,https://www.freelancer.com/jobs/robotics/,Engineering & Science 
Robotics and Cognitive Automation,2,https://www.freelancer.com/jobs/robotics-and-cognitive-automation/,Engineering & Science 
RTOS,0,https://www.freelancer.com/jobs/real-time-operating-systems/,Engineering & Science 
RUST Programming,0,https://www.freelancer.com/jobs/rust-programming/,Engineering & Science 
Schematic Review,0,https://www.freelancer.com/jobs/schematic-review/,Engineering & Science 
Schematics,1,https://www.freelancer.com/jobs/schematics/,Engineering & Science 
Scientific Computing,0,https://www.freelancer.com/jobs/scientific-computing/,Engineering & Science 
Scientific Research,22,https://www.freelancer.com/jobs/scientific-research/,Engineering & Science 
Security,14,https://www.freelancer.com/jobs/security/,Engineering & Science 
Semiconductor,1,https://www.freelancer.com/jobs/semiconductor/,Engineering & Science 
Serial Peripheral Interface ,0,https://www.freelancer.com/jobs/serial-peripheral-interface/,Engineering & Science 
Signal Processing,2,https://www.freelancer.com/jobs/signal-processing/,Engineering & Science 
Sigrity,0,https://www.freelancer.com/jobs/sigrity/,Engineering & Science 
Simulation,15,https://www.freelancer.com/jobs/simulation/,Engineering & Science 
SMART City,0,https://www.freelancer.com/jobs/smart-city/,Engineering & Science 
Smart Lighting,3,https://www.freelancer.com/jobs/smart-lighting/,Engineering & Science 
Smart Phone/Tablet Apps,2,https://www.freelancer.com/jobs/smart-phone-tablet-apps/,Engineering & Science 
SoC Design,0,https://www.freelancer.com/jobs/soc-design/,Engineering & Science 
Solar,3,https://www.freelancer.com/jobs/solar/,Engineering & Science 
Solidworks,58,https://www.freelancer.com/jobs/solidworks/,Engineering & Science 
Statistical Analysis,54,https://www.freelancer.com/jobs/statistical-analysis/,Engineering & Science 
Statistical Modeling,2,https://www.freelancer.com/jobs/statistical-modeling/,Engineering & Science 
Statistics,93,https://www.freelancer.com/jobs/statistics/,Engineering & Science 
STM32,2,https://www.freelancer.com/jobs/stm32/,Engineering & Science 
Structural Engineering,36,https://www.freelancer.com/jobs/structural-engineering/,Engineering & Science 
Surfboard Design,0,https://www.freelancer.com/jobs/surfboard-design/,Engineering & Science 
Systems Engineering,3,https://www.freelancer.com/jobs/systems-engineering/,Engineering & Science 
Technology,3,https://www.freelancer.com/jobs/technology/,Engineering & Science 
Telecom,2,https://www.freelancer.com/jobs/telecome/,Engineering & Science 
Telecommunications Engineering,18,https://www.freelancer.com/jobs/telecommunications-engineering/,Engineering & Science 
Telecoms Engineering,1,https://www.freelancer.com/jobs/telecoms-engineering/,Engineering & Science 
Textile Engineering,4,https://www.freelancer.com/jobs/textile-engineering/,Engineering & Science 
Thermal & Environmental Testing,0,https://www.freelancer.com/jobs/thermal-and-environmental-testing/,Engineering & Science 
